Location Code,County,Area Name,Region,School Years,Number Overweight,Percent Overweight,Number Obese,Percent Obese,Number Overweight or Obese,Percent Overweight or Obese,Grade Level,Area Type,Street Address,City,State,Zip Code,Location 1
200401,HAMILTON,INDIAN LAKE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,7,25.9,,,DISTRICT TOTAL,SCHOOL DISTRICT,6345 NYS RT 30,INDIAN LAKE,NY,12842,"(43.7764, -74.277)"
431201,ONTARIO,NAPLES CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,17,11.3,23,15.3,40,26.6,ELEMENTARY,SCHOOL DISTRICT,136 N MAIN ST,NAPLES,NY,14512,"(42.6179, -77.4011)"
580232,SUFFOLK,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,353,16.9,471,22.5,824,39.4,ELEMENTARY,SCHOOL DISTRICT,240 MASTIC BEACH RD,MASTIC BEACH,NY,11951,"(40.7803, -72.849)"
17,FULTON,FULTON,NORTHEASTERN NEW YORK,2016-2018,157,14.0,179,16.0,336,30.1,ELEMENTARY,COUNTY,,,,,
30101,BROOME,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2010-2012,94,18.3,82,15.9,176,34.2,DISTRICT TOTAL,SCHOOL DISTRICT,1 GORDON DR,BINGHAMTON,NY,13901,"(42.1925, -75.8535)"
221001,JEFFERSON,SACKETS HARBOR CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,7,9.1,22,28.6,29,37.7,ELEMENTARY,SCHOOL DISTRICT,215 S BROAD ST,SACKETS HARBOR,NY,13685,"(43.9442, -76.1217)"
60800,CHAUTAUQUA,DUNKIRK CITY SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,108,18.2,156,26.3,264,44.6,DISTRICT TOTAL,SCHOOL DISTRICT,620 MARAUDER DR,DUNKIRK,NY,14048,"(42.4779, -79.3417)"
132201,DUTCHESS,MILLBROOK CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,25,16.3,29,18.9,54,35.2,ELEMENTARY,SCHOOL DISTRICT,43 ALDEN PL,MILLBROOK,NY,12545,"(41.7829, -73.6902)"
280251,NASSAU,VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,1 KENT RD,VALLEY STREAM,NY,11580,"(40.6734, -73.7004)"
23,LEWIS,LEWIS,CENTRAL NEW YORK,2016-2018,109,19.0,146,25.4,255,44.4,MIDDLE/HIGH,COUNTY,,,,,
22302,ALLEGANY,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,49,17.0,42,14.6,91,31.6,DISTRICT TOTAL,SCHOOL DISTRICT,5476 RT 305,CUBA,NY,14727,"(42.2385, -78.2748)"
270301,MONTGOMERY,CANAJOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,44,17.9,40,16.3,84,34.1,DISTRICT TOTAL,SCHOOL DISTRICT,136 SCHOLASTIC WAY,CANAJOHARIE,NY,13317,"(42.8699, -74.542)"
90501,CLINTON,NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,63,17.5,79,22.0,142,39.6,DISTRICT TOTAL,SCHOOL DISTRICT,103 RT 276,CHAMPLAIN,NY,12919,"(44.9907, -73.4134)"
100501,COLUMBIA,TACONIC HILLS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,24,12.6,67,35.1,91,47.6,MIDDLE/HIGH,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"(42.1712, -73.6033)"
120301,DELAWARE,DOWNSVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,9,10.4,13,15.1,22,25.5,DISTRICT TOTAL,SCHOOL DISTRICT,14784 STATE HWY 30,DOWNSVILLE,NY,13755,"(42.0727, -75.0057)"
561006,SENECA,WATERLOO CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2014,76,19.9,83,21.7,159,41.6,ELEMENTARY,SCHOOL DISTRICT,109 WASHINGTON ST,WATERLOO,NY,13165,"(42.8964, -76.8626)"
220301,JEFFERSON,INDIAN RIVER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,86,16.7,102,19.8,188,36.6,MIDDLE/HIGH,SCHOOL DISTRICT,32735-B COUNTY RT 29,PHILADELPHIA,NY,13673,"(44.1403, -75.7101)"
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,31,12.9,18,7.5,49,20.4,MIDDLE/HIGH,SCHOOL DISTRICT,31 EMORY AVE,CAZENOVIA,NY,13035,"(42.9333, -75.8584)"
580105,SUFFOLK,COPIAGUE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,207,15.5,312,23.3,519,38.8,DISTRICT TOTAL,SCHOOL DISTRICT,2650 GREAT NECK RD,COPIAGUE,NY,11726,"(40.6889, -73.4029)"
161201,FRANKLIN,SALMON RIVER CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,51,23.6,67,31.0,118,54.6,MIDDLE/HIGH,SCHOOL DISTRICT,637 COUNTY RT 1,FORT COVINGTON,NY,12937,"(44.961, -74.5185)"
110901,CORTLAND,MARATHON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,14,18.7,13,17.3,27,36.0,MIDDLE/HIGH,SCHOOL DISTRICT,1 E MAIN ST,MARATHON,NY,13803,"(42.4418, -76.0327)"
421601,ONONDAGA,SKANEATELES CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,72,14.2,65,12.8,137,27.1,DISTRICT TOTAL,SCHOOL DISTRICT,45 E ELIZABETH ST,SKANEATELES,NY,13152,"(42.95, -76.4252)"
121502,DELAWARE,ROXBURY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,13,15.9,12,14.6,25,30.5,ELEMENTARY,SCHOOL DISTRICT,53729 NYS RT 30,ROXBURY,NY,12474,"(42.286, -74.5643)"
280207,NASSAU,BELLMORE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,42,12.8,39,11.9,81,24.6,ELEMENTARY,SCHOOL DISTRICT,580 WINTHROP AVE,BELLMORE,NY,11710,"(40.6653, -73.5254)"
121901,DELAWARE,WALTON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,24,15.2,43,27.2,67,42.4,MIDDLE/HIGH,SCHOOL DISTRICT,47-49 STOCKTON AVE,WALTON,NY,13856,"(42.1609, -75.1239)"
22401,ALLEGANY,SCIO CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,,,14,42.4,,,MIDDLE/HIGH,SCHOOL DISTRICT,3968 WASHINGTON ST,SCIO,NY,14880,"(42.1728, -77.9777)"
651402,WAYNE,WILLIAMSON CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,22,13.0,34,20.2,56,33.3,ELEMENTARY,SCHOOL DISTRICT,4184 MILLER ST,WILLIAMSON,NY,14589,"(43.2216, -77.1823)"
420411,ONONDAGA,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,61,14.1,54,12.4,115,26.5,MIDDLE/HIGH,SCHOOL DISTRICT,6845 EDINGER DR,DEWITT,NY,13214,"(43.0398, -76.0721)"
480102,PUTNAM,CARMEL CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,103,14.7,102,14.5,205,29.2,ELEMENTARY,SCHOOL DISTRICT,81 SOUTH ST,PATTERSON,NY,12563,"(41.5081, -73.6064)"
131602,DUTCHESS,SPACKENKILL UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,73,17.1,64,15.0,137,32.0,DISTRICT TOTAL,SCHOOL DISTRICT,15 CROFT RD,POUGHKEEPSIE,NY,12603,"(41.6609, -73.9238)"
411504,ONEIDA,NEW YORK MILLS UNION FREE SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,,,12,22.6,,,MIDDLE/HIGH,SCHOOL DISTRICT,1 MARAUDER BLVD,NEW YORK MILLS,NY,13417,"(43.0907, -75.3024)"
580211,SUFFOLK,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,357,18.0,344,17.3,701,35.3,ELEMENTARY,SCHOOL DISTRICT,8 43RD ST-ADM OFF,CENTEREACH,NY,11720,"(40.8732, -73.091)"
25,MADISON,MADISON,CENTRAL NEW YORK,2010-2012,638,17.6,723,19.9,1361,37.5,DISTRICT TOTAL,COUNTY,,,,,
640101,WASHINGTON,ARGYLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,33,21.3,34,21.9,67,43.2,DISTRICT TOTAL,SCHOOL DISTRICT,5023 STATE RT 40,ARGYLE,NY,12809,"(43.2402, -73.485)"
621101,ULSTER,NEW PALTZ CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,62,20.4,33,10.8,95,31.3,MIDDLE/HIGH,SCHOOL DISTRICT,196 MAIN ST,NEW PALTZ,NY,12561,"(41.7458, -74.0783)"
280100,NASSAU,GLEN COVE CITY SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,40,12.2,70,21.4,110,33.6,MIDDLE/HIGH,SCHOOL DISTRICT,150 DOSORIS LN,GLEN COVE,NY,11542,"(40.8804, -73.63)"
580402,SUFFOLK,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,43,14.2,21,6.9,64,21.1,MIDDLE/HIGH,SCHOOL DISTRICT,75 GOOSE HILL RD,COLD SPRING HARBOR,NY,11724,"(40.8802, -73.4509)"
41101,CATTARAUGUS,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,28,15.6,53,29.6,81,45.3,ELEMENTARY,SCHOOL DISTRICT,31 N MAIN ST,FRANKLINVILLE,NY,14737,"(42.3396, -78.4572)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,8,17.3,,,ELEMENTARY,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,"(42.7462, -73.6906)"
130502,DUTCHESS,DOVER UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,36,18.0,45,22.5,81,40.5,ELEMENTARY,SCHOOL DISTRICT,2368 RT 22,DOVER PLAINS,NY,12522,"(41.6858, -73.5773)"
62,ULSTER,ULSTER,HUDSON VALLEY,2014-2016,591,18.1,720,22.0,1311,40.2,MIDDLE/HIGH,COUNTY,,,,,
581012,SUFFOLK,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,43,18.2,38,16.1,81,34.3,MIDDLE/HIGH,SCHOOL DISTRICT,385 DEPOT LN,CUTCHOGUE,NY,11935,"(41.0139, -72.4856)"
440301,ORANGE,CORNWALL CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,51,12.7,61,15.2,112,27.9,MIDDLE/HIGH,SCHOOL DISTRICT,24 IDLEWILD AVE,CORNWALL ON HUDSON,NY,12520,"(41.4459, -74.0171)"
580224,SUFFOLK,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,298,17.7,336,20.0,634,37.7,ELEMENTARY,SCHOOL DISTRICT,241 S OCEAN AVE,PATCHOGUE,NY,11772,"(40.7602, -73.0131)"
61101,CHAUTAUQUA,FALCONER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,38,14.7,46,17.8,84,32.4,ELEMENTARY,SCHOOL DISTRICT,2 EAST AVE N,FALCONER,NY,14733,"(42.1227, -79.1942)"
110701,CORTLAND,HOMER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,54,19.6,68,24.7,122,44.4,MIDDLE/HIGH,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"(42.6305, -76.1919)"
401501,NIAGARA,WILSON CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,52,21.8,34,14.2,86,36.0,ELEMENTARY,SCHOOL DISTRICT,412 LAKE ST,WILSON,NY,14172,"(43.3059, -78.8262)"
580909,SUFFOLK,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,7,8.5,25,30.4,32,39.0,DISTRICT TOTAL,SCHOOL DISTRICT,2685 MONTAUK HWY,BRIDGEHAMPTON,NY,11932,"(40.9389, -72.2954)"
200701,HAMILTON,LONG LAKE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,20 SCHOOL LN,LONG LAKE,NY,12847,"(43.9721, -74.4214)"
462001,OSWEGO,PHOENIX CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,101,17.0,140,23.6,241,40.6,DISTRICT TOTAL,SCHOOL DISTRICT,116 VOLNEY ST,PHOENIX,NY,13135,"(43.2391, -76.3007)"
411800,ONEIDA,ROME CITY SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,366,15.5,569,24.2,935,39.7,DISTRICT TOTAL,SCHOOL DISTRICT,409 BELL RD,ROME,NY,13440,"(43.2218, -75.4267)"
500101,ROCKLAND,CLARKSTOWN CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,201,15.5,146,11.3,347,26.8,ELEMENTARY,SCHOOL DISTRICT,62 OLD MIDDLETOWN RD,NEW CITY,NY,10956,"(41.1259, -74.0043)"
661201,WESTCHESTER,BYRAM HILLS CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,64,16.8,34,8.9,98,25.7,MIDDLE/HIGH,SCHOOL DISTRICT,10 TRIPP LN,ARMONK,NY,10504,"(41.1343, -73.6865)"
651201,WAYNE,SODUS CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,22,16.3,45,33.3,67,49.6,MIDDLE/HIGH,SCHOOL DISTRICT,6264 RT 88,SODUS,NY,14551,"(43.2273, -77.0676)"
51301,CAYUGA,MORAVIA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,70,19.4,87,24.2,157,43.6,DISTRICT TOTAL,SCHOOL DISTRICT,68 S MAIN ST,MORAVIA,NY,13118,"(42.7067, -76.4212)"
70901,CHEMUNG,HORSEHEADS CENTRAL SCHOOL DISTRICT,FINGER LAKES,2016-2018,125,20.0,122,19.5,247,39.5,ELEMENTARY,SCHOOL DISTRICT,1 RAIDER LN,HORSEHEADS,NY,14845,"(42.167, -76.8261)"
130801,DUTCHESS,HYDE PARK CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,95,16.5,80,13.9,175,30.3,ELEMENTARY,SCHOOL DISTRICT,11 BOICE RD,HYDE PARK,NY,12538,"(41.7891, -73.9337)"
420101,ONONDAGA,WEST GENESEE CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,102,14.3,121,17.0,223,31.3,MIDDLE/HIGH,SCHOOL DISTRICT,300 SANDERSON DR,CAMILLUS,NY,13031,"(43.0458, -76.2705)"
140702,ERIE,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,63,10.5,68,11.3,131,21.8,ELEMENTARY,SCHOOL DISTRICT,1050 MARYVALE DR,CHEEKTOWAGA,NY,14225,"(42.9332, -78.7499)"
401201,NIAGARA,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,71,15.6,71,15.6,142,31.2,DISTRICT TOTAL,SCHOOL DISTRICT,54 STATE ST,MIDDLEPORT,NY,14105,"(43.2127, -78.4687)"
512501,ST. LAWRENCE,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,17,26.6,15,23.4,32,50.0,MIDDLE/HIGH,SCHOOL DISTRICT,12 COUNTY RT 47,PARISHVILLE,NY,13672,"(44.5787, -74.7725)"
141901,ERIE,LANCASTER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,166,17.7,125,13.3,291,31.0,MIDDLE/HIGH,SCHOOL DISTRICT,177 CENTRAL AVE,LANCASTER,NY,14086,"(42.9079, -78.6717)"
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,6,9.5,14,22.2,20,31.7,ELEMENTARY,SCHOOL DISTRICT,41 E BROADWAY,SALEM,NY,12865,"(43.1729, -73.3248)"
580514,SUFFOLK,FIRE ISLAND UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,,,,,,,ELEMENTARY,SCHOOL DISTRICT,PO BOX 428,OCEAN BEACH,NY,11770,"(40.7159, -73.2419)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,19,17.2,18,16.3,37,33.6,DISTRICT TOTAL,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,"(42.5496, -74.8184)"
26,MONROE,MONROE,FINGER LAKES,2012-2014,4698,15.7,4316,14.5,9014,30.2,DISTRICT TOTAL,COUNTY,,,,,
622002,ULSTER,ELLENVILLE CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,42,20.6,32,15.7,74,36.3,MIDDLE/HIGH,SCHOOL DISTRICT,28 MAPLE AVE,ELLENVILLE,NY,12428,"(41.717, -74.3911)"
630902,WARREN,QUEENSBURY UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,193,16.0,214,17.7,407,33.6,DISTRICT TOTAL,SCHOOL DISTRICT,429 AVIATION RD,QUEENSBURY,NY,12804,"(43.3294, -73.6913)"
250901,MADISON,CANASTOTA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,42,14.5,59,20.3,101,34.8,ELEMENTARY,SCHOOL DISTRICT,120 ROBERTS ST,CANASTOTA,NY,13032,"(43.0827, -75.7486)"
62401,CHAUTAUQUA,RIPLEY CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,,,12,40.0,,,DISTRICT TOTAL,SCHOOL DISTRICT,12 N STATE ST,RIPLEY,NY,14775,"(42.268, -79.7114)"
31502,BROOME,JOHNSON CITY CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2014-2016,67,18.8,95,26.6,162,45.5,MIDDLE/HIGH,SCHOOL DISTRICT,666 REYNOLDS RD,JOHNSON CITY,NY,13790,"(42.1363, -75.9705)"
580235,SUFFOLK,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,119,17.9,115,17.3,234,35.2,ELEMENTARY,SCHOOL DISTRICT,189 DUNTON AVE,EAST PATCHOGUE,NY,11772,"(40.7503, -72.9681)"
270701,MONTGOMERY,FORT PLAIN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,40,19.8,52,25.7,92,45.5,ELEMENTARY,SCHOOL DISTRICT,25 HIGH ST,FORT PLAIN,NY,13339,"(42.9333, -74.6342)"
60503,CHAUTAUQUA,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,44,14.1,53,17.0,97,31.2,DISTRICT TOTAL,SCHOOL DISTRICT,100 N ERIE ST,MAYVILLE,NY,14757,"(42.2585, -79.5111)"
91200,CLINTON,PLATTSBURGH CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,67,17.3,73,18.9,140,36.2,ELEMENTARY,SCHOOL DISTRICT,49 BROAD ST,PLATTSBURGH,NY,12901,"(44.6948, -73.4594)"
280206,NASSAU,SEAFORD UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,30,7.5,20,5.0,50,12.6,MIDDLE/HIGH,SCHOOL DISTRICT,1600 WASHINGTON AVE,SEAFORD,NY,11783,"(40.6855, -73.4856)"
421001,ONONDAGA,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,69,12.7,35,6.4,104,19.2,MIDDLE/HIGH,SCHOOL DISTRICT,8199 E SENECA TPKE,MANLIUS,NY,13104,"(43.007, -75.9606)"
280404,NASSAU,PORT WASHINGTON UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,97,14.7,62,9.4,159,24.1,MIDDLE/HIGH,SCHOOL DISTRICT,100 CAMPUS DR,PORT WASHINGTON,NY,11050,"(40.8294, -73.6808)"
511101,ST. LAWRENCE,GOUVERNEUR CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,101,17.5,136,23.6,237,41.1,DISTRICT TOTAL,SCHOOL DISTRICT,133 E BARNEY ST,GOUVERNEUR,NY,13642,"(44.3406, -75.4651)"
280252,NASSAU,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,77 LANDAU AVE,FLORAL PARK,NY,11001,"(40.7169, -73.6923)"
580207,SUFFOLK,MOUNT SINAI UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,53,13.6,48,12.3,101,25.9,MIDDLE/HIGH,SCHOOL DISTRICT,118 N COUNTRY RD,MOUNT SINAI,NY,11766,"(40.9425, -73.0245)"
580506,SUFFOLK,HAUPPAUGE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,164,15.3,151,14.1,315,29.4,DISTRICT TOTAL,SCHOOL DISTRICT,PO BOX 6006,HAUPPAUGE,NY,11788,"(40.819, -73.2002)"
580109,SUFFOLK,WYANDANCH UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,98,12.7,194,25.1,292,37.8,DISTRICT TOTAL,SCHOOL DISTRICT,1445 STRAIGHT PATH,WYANDANCH,NY,11798,"(40.7462, -73.365)"
630601,WARREN,JOHNSBURG CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,14,16.1,22,25.3,36,41.4,ELEMENTARY,SCHOOL DISTRICT,165 MAIN ST,NORTH CREEK,NY,12853,"(43.6939, -73.9843)"
131701,DUTCHESS,RED HOOK CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,49,17.5,31,11.1,80,28.6,ELEMENTARY,SCHOOL DISTRICT,9 MILL RD,RED HOOK,NY,12571,"(42.0187, -73.8714)"
400301,NIAGARA,LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,60,18.2,52,15.8,112,33.9,MIDDLE/HIGH,SCHOOL DISTRICT,4061 CREEK RD,YOUNGSTOWN,NY,14174,"(43.2161, -79.0179)"
680601,YATES,PENN YAN CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,88,17.3,108,21.2,196,38.4,DISTRICT TOTAL,SCHOOL DISTRICT,1 SCHOOL DR,PENN YAN,NY,14527,"(42.6671, -77.063)"
261201,MONROE,PENFIELD CENTRAL SCHOOL DISTRICT,FINGER LAKES,2016-2018,198,14.1,138,9.8,336,23.9,DISTRICT TOTAL,SCHOOL DISTRICT,2590 ATLANTIC AVE,ROCHESTER,NY,14625,"(43.1537, -77.4945)"
280523,NASSAU,MASSAPEQUA UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,164,16.3,115,11.4,279,27.7,MIDDLE/HIGH,SCHOOL DISTRICT,4925 MERRICK RD,MASSAPEQUA,NY,11758,"(40.6665, -73.4529)"
61601,CHAUTAUQUA,PANAMA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,25,21.4,18,15.4,43,36.8,ELEMENTARY,SCHOOL DISTRICT,41 NORTH ST,PANAMA,NY,14767,"(42.0779, -79.4836)"
260501,MONROE,GREECE CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,661,18.1,670,18.3,1331,36.4,DISTRICT TOTAL,SCHOOL DISTRICT,750 MAIDEN LN,ROCHESTER,NY,14615,"(43.2238, -77.6639)"
230901,LEWIS,LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,48,22.5,50,23.4,98,46.0,MIDDLE/HIGH,SCHOOL DISTRICT,7668 N STATE ST,LOWVILLE,NY,13367,"(43.7891, -75.4941)"
460701,OSWEGO,HANNIBAL CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,58,13.8,160,38.2,218,52.0,ELEMENTARY,SCHOOL DISTRICT,928 CAYUGA ST,HANNIBAL,NY,13074,"(43.3179, -76.5793)"
581010,SUFFOLK,GREENPORT UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,14,17.7,17,21.5,31,39.2,MIDDLE/HIGH,SCHOOL DISTRICT,720 FRONT ST,GREENPORT,NY,11944,"(41.1004, -72.3697)"
591502,SULLIVAN,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,37,17.1,31,14.4,68,31.5,ELEMENTARY,SCHOOL DISTRICT,33 SCHOOLHOUSE RD,JEFFERSONVILLE,NY,12748,"(41.7781, -74.94)"
120401,DELAWARE,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,13,14.7,15,17.0,28,31.8,ELEMENTARY,SCHOOL DISTRICT,15611 STATE  HWY 23,DAVENPORT,NY,13750,"(42.4702, -74.848)"
280231,NASSAU,ISLAND PARK UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,37,16.8,36,16.4,73,33.2,DISTRICT TOTAL,SCHOOL DISTRICT,150 TRAFALGAR BLVD,ISLAND PARK,NY,11558,"(40.6077, -73.6471)"
490804,RENSSELAER,WYNANTSKILL UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,12,14.3,16,19.0,28,33.3,ELEMENTARY,SCHOOL DISTRICT,25 EAST AVE,TROY,NY,12180,"(42.6689, -73.6296)"
140707,ERIE,DEPEW UNION FREE SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,98,15.5,127,20.1,225,35.5,DISTRICT TOTAL,SCHOOL DISTRICT,591 TERRACE BLVD,DEPEW,NY,14043,"(42.9038, -78.6922)"
121702,DELAWARE,SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,,,7,17.9,,,MIDDLE/HIGH,SCHOOL DISTRICT,58200 STATE HWY 10,SOUTH KORTRIGHT,NY,13842,"(42.352, -74.6997)"
580205,SUFFOLK,SACHEM CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,413,16.6,424,17.1,837,33.7,ELEMENTARY,SCHOOL DISTRICT,245 UNION AVE,HOLBROOK,NY,11741,"(40.8119, -73.0847)"
210302,HERKIMER,WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,5447 STATE RT 28,NEWPORT,NY,13416,"(43.1636, -75.0016)"
491401,RENSSELAER,HOOSIC VALLEY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,26,15.9,28,17.1,54,32.9,ELEMENTARY,SCHOOL DISTRICT,2 PLEASANT AVE,SCHAGHTICOKE,NY,12154,"(42.9073, -73.5808)"
